image,x1,y1,x2,y2
61,443.7218017578125,216.6953887939453,593.7059326171875,335.69537353515625
62,441.1362609863281,226.97084045410156,591.82373046875,340.010009765625
63,445.26251220703125,231.8297576904297,591.0332641601562,339.79339599609375
64,446.29132080078125,231.5218505859375,590.0774536132812,339.12567138671875
65,450.89471435546875,231.34326171875,588.9411010742188,337.4691162109375
66,446.105712890625,230.36569213867188,584.7994384765625,336.6698913574219
67,446.9574279785156,228.24508666992188,583.8944091796875,333.2104187011719
68,447.1556701660156,226.71237182617188,583.1998291015625,330.9269714355469
69,447.6922607421875,226.67431640625,581.7967529296875,327.31390380859375
70,446.29327392578125,226.9358673095703,577.8901977539062,320.25225830078125
71,445.78790283203125,226.77035522460938,577.0081787109375,315.8216247558594
72,444.62298583984375,225.8206787109375,576.0626220703125,311.23779296875
73,441.2689208984375,225.96878051757812,574.4481201171875,308.4594421386719
74,437.60235595703125,226.23931884765625,571.9238891601562,301.35858154296875
75,436.620361328125,226.5113525390625,570.181640625,297.537353515625
76,434.381103515625,226.83062744140625,569.1826171875,296.17236328125
77,433.8126220703125,226.58045959472656,568.0956420898438,295.0782470703125
78,431.51617431640625,226.0699920654297,564.7229614257812,290.70294189453125
79,428.865234375,226.32342529296875,562.8433837890625,288.7044677734375
80,427.1767578125,225.65093994140625,561.9099731445312,288.4271240234375
81,424.73944091796875,224.07662963867188,561.0517578125,288.9645080566406
82,422.8824462890625,221.73304748535156,560.0889892578125,289.174072265625
83,421.68115234375,221.07940673828125,559.568603515625,289.60833740234375
84,419.83935546875,220.60348510742188,558.340576171875,289.5875549316406
85,415.52056884765625,219.80120849609375,557.1298217773438,290.212158203125
86,408.444091796875,217.90472412109375,553.947021484375,289.7301025390625
87,419.4271240234375,215.99937438964844,553.775146484375,292.10400390625
88,417.14642333984375,214.44601440429688,552.5562133789062,291.8007507324219
89,412.18255615234375,212.0562286376953,550.9878540039062,291.91986083984375
90,406.69757080078125,205.3991241455078,547.9397583007812,290.45697021484375
91,403.24481201171875,201.98023986816406,546.9656982421875,291.3536376953125
92,391.37579345703125,193.2955322265625,546.4895629882812,293.76806640625
93,390.6685791015625,187.0125732421875,546.2086791992188,295.16473388671875
94,394.22381591796875,181.45181274414062,542.5215454101562,292.3412780761719
95,396.59490966796875,175.31698608398438,542.6659545898438,290.82769775390625
96,402.508056640625,172.32528686523438,540.90673828125,289.82965087890625
97,406.156005859375,167.371337890625,538.9224243164062,289.951416015625
98,414.3021240234375,179.16073608398438,535.6846923828125,288.8944091796875
99,418.9599609375,175.55477905273438,534.9505615234375,288.0382995605469
100,422.4324951171875,173.65130615234375,534.76904296875,288.13702392578125
101,423.11895751953125,166.231689453125,533.6570434570312,288.11279296875
102,423.09759521484375,165.5865478515625,530.3534545898438,285.92279052734375
103,422.02587890625,164.24896240234375,529.0491943359375,285.3742980957031
104,420.080322265625,163.36593627929688,527.573486328125,284.87799072265625
105,418.8018798828125,164.24957275390625,526.7957763671875,285.41131591796875
106,413.4710693359375,166.18585205078125,523.8508911132812,286.3278503417969
107,412.5977783203125,167.60540771484375,521.81787109375,286.35870361328125
108,411.5528564453125,170.81256103515625,520.28173828125,286.2271728515625
109,410.309814453125,172.93179321289062,519.478271484375,286.7041320800781
110,409.05010986328125,168.9515380859375,517.9968872070312,287.6922607421875
111,407.27880859375,165.98312377929688,517.695068359375,287.38104248046875
112,406.49017333984375,164.33328247070312,516.1085815429688,286.3155822753906
113,405.10504150390625,165.40884399414062,514.3018188476562,286.8015441894531
114,401.74090576171875,166.59262084960938,512.4820556640625,287.21734619140625
115,399.6126708984375,166.0765380859375,510.7183837890625,287.2749938964844
116,396.8598327636719,166.68264770507812,509.5268859863281,287.28973388671875
117,395.83380126953125,167.03915405273438,507.9403076171875,287.1529541015625
118,394.09197998046875,167.76211547851562,504.50067138671875,287.8757019042969
119,393.537353515625,171.23648071289062,503.2606201171875,287.7693176269531
120,392.51422119140625,169.2760009765625,502.44732666015625,287.67535400390625
121,390.3746337890625,168.43191528320312,501.8848876953125,287.66796875
122,389.32598876953125,165.40103149414062,498.92889404296875,286.0724792480469
123,386.6455078125,163.70098876953125,497.560791015625,286.1463623046875
124,384.92205810546875,162.63088989257812,496.33551025390625,286.5977478027344
125,381.3725280761719,161.95443725585938,494.4429016113281,288.3525390625
126,378.4615478515625,159.823974609375,491.16766357421875,288.572509765625
127,377.186767578125,159.4344482421875,490.1077880859375,289.5650634765625
128,373.98724365234375,158.62310791015625,487.77752685546875,289.90753173828125
129,371.48284912109375,156.9320068359375,486.89874267578125,289.9735412597656
130,365.4238586425781,155.81515502929688,485.9200744628906,289.37921142578125
131,362.01361083984375,155.44503784179688,484.35504150390625,290.6159362792969
132,359.2987060546875,155.6329345703125,482.8790283203125,291.0906982421875
133,357.177734375,155.78619384765625,481.4669189453125,291.547119140625
134,347.66943359375,156.55889892578125,478.293212890625,291.3048095703125
135,345.1502685546875,157.01687622070312,476.6527099609375,291.9056091308594
136,341.9443359375,157.3516845703125,478.12518310546875,292.21728515625
137,339.6261901855469,157.77828979492188,477.0007019042969,292.60467529296875
138,331.9295654296875,163.13458251953125,471.2496337890625,296.124755859375
139,328.01031494140625,166.47988891601562,468.19317626953125,298.7257995605469
140,324.08880615234375,169.03451538085938,467.05072021484375,303.0282287597656
141,321.06634521484375,170.47756958007812,466.1732177734375,307.6794738769531
142,313.27972412109375,176.72769165039062,464.822021484375,316.3537902832031
143,311.363525390625,181.41006469726562,462.799072265625,320.1411437988281
144,310.1824951171875,186.51193237304688,459.7269287109375,321.7521667480469
145,307.228515625,190.62802124023438,457.24560546875,325.6231994628906
146,306.53173828125,198.61953735351562,454.9107666015625,331.1205749511719
147,306.97564697265625,205.18881225585938,454.23236083984375,330.8945007324219
148,305.3638916015625,212.123291015625,453.0799560546875,333.45733642578125
149,301.24029541015625,218.32273864746094,451.44769287109375,335.65283203125
150,297.3450927734375,225.92347717285156,448.5146484375,340.9522705078125
151,299.58990478515625,231.55442810058594,447.79754638671875,340.7008056640625
152,303.8905029296875,233.07852172851562,446.54168701171875,341.1968688964844
153,306.50341796875,233.3457794189453,444.302734375,340.64630126953125
154,306.4422912597656,233.34747314453125,441.3190612792969,340.73980712890625
155,304.6236267089844,232.91366577148438,440.1036071777344,340.4012145996094
156,302.74993896484375,233.1936492919922,439.44720458984375,339.78155517578125
157,299.15057373046875,232.210693359375,437.96221923828125,338.24737548828125
158,296.07733154296875,228.43679809570312,435.10125732421875,332.9538269042969
159,295.8653564453125,227.52450561523438,434.12005615234375,329.1018981933594
160,294.3893127441406,226.12547302246094,433.2146301269531,325.4468994140625
161,295.0426025390625,225.51962280273438,431.22314453125,320.2055969238281
162,286.69952392578125,220.7034912109375,428.63275146484375,314.80291748046875
163,283.718505859375,219.92005920410156,426.7109375,312.85400390625
164,281.51446533203125,220.27061462402344,424.76068115234375,309.05615234375
165,278.98095703125,221.6173095703125,423.31622314453125,304.36993408203125
166,278.93072509765625,220.1080780029297,420.55535888671875,301.30133056640625
167,278.20281982421875,219.8496856689453,418.73883056640625,299.04803466796875
168,276.76055908203125,218.99545288085938,417.39324951171875,297.7938537597656
169,275.66094970703125,218.29209899902344,416.51531982421875,296.762939453125
170,270.6702880859375,217.07899475097656,413.0999755859375,293.5518798828125
171,268.08599853515625,218.37490844726562,411.33221435546875,292.4888610839844
172,266.40545654296875,217.40414428710938,409.59478759765625,291.8912658691406
173,264.55633544921875,218.515380859375,408.35919189453125,289.513671875
174,264.5001220703125,216.84730529785156,403.8280029296875,289.724609375
175,261.831298828125,215.443115234375,402.7132568359375,291.368896484375
176,263.944091796875,215.20640563964844,400.8936767578125,291.2852783203125
177,262.61517333984375,214.6846466064453,399.64056396484375,291.31903076171875
178,259.2374267578125,213.00347900390625,396.85986328125,294.00762939453125
179,254.67547607421875,212.69216918945312,395.2398681640625,293.4739685058594
180,251.33340454101562,210.70252990722656,393.7133483886719,292.405029296875
181,235.73365783691406,206.22515869140625,391.9036865234375,293.6119384765625
182,235.92457580566406,200.59429931640625,389.552001953125,289.85919189453125
183,239.03671264648438,194.18704223632812,387.7179870605469,289.75201416015625
184,242.5587615966797,187.58392333984375,386.32977294921875,290.6700439453125
185,243.59820556640625,183.5611572265625,385.04345703125,289.10516357421875
186,250.35032653808594,173.6834716796875,381.4241943359375,284.7431640625
187,256.01153564453125,180.59231567382812,378.63525390625,284.249267578125
188,260.61468505859375,185.14617919921875,377.24981689453125,286.13287353515625
189,263.0035400390625,183.81723022460938,375.66290283203125,286.2188415527344
190,262.23602294921875,173.57940673828125,374.35308837890625,284.063232421875
191,261.3741455078125,169.80987548828125,372.5645751953125,282.6309509277344
192,258.6998291015625,166.97415161132812,370.7589111328125,283.00738525390625
193,255.74862670898438,165.42953491210938,369.5397033691406,283.46270751953125
194,251.50563049316406,162.1573486328125,364.4993896484375,284.123291015625
195,250.39584350585938,162.12387084960938,363.2450256347656,284.681884765625
196,249.7312774658203,161.95062255859375,361.45831298828125,284.9073181152344
197,249.10519409179688,163.47119140625,359.3758850097656,285.718017578125
198,246.66790771484375,166.68899536132812,356.938720703125,284.79278564453125
199,244.82144165039062,169.10919189453125,355.4748840332031,285.3883972167969
200,242.39271545410156,167.25753784179688,353.7523193359375,285.7452697753906
201,239.25973510742188,164.9091796875,352.2221374511719,286.63385009765625
202,235.209228515625,163.36978149414062,348.2845458984375,287.8460693359375
203,234.2139129638672,163.218994140625,346.00067138671875,289.11468505859375
204,233.2314453125,163.96017456054688,343.81988525390625,288.9475402832031
205,232.1093292236328,164.04461669921875,342.47076416015625,289.12847900390625
206,230.23065185546875,165.4949951171875,341.4876708984375,288.0516357421875
207,227.3482666015625,165.65066528320312,337.91290283203125,286.6697082519531
208,224.96621704101562,167.89376831054688,337.0478820800781,287.19921875
209,221.6490936279297,167.73379516601562,335.49249267578125,287.15618896484375
210,218.8934783935547,164.77359008789062,330.68524169921875,286.900634765625
211,218.15890502929688,163.51510620117188,328.4726867675781,286.9738464355469
212,217.26589965820312,162.89376831054688,326.3860778808594,286.5201416015625
213,215.21505737304688,162.34414672851562,326.0577697753906,286.4368896484375
214,213.2150421142578,161.646240234375,323.30902099609375,283.9603271484375
215,211.03817749023438,160.90280151367188,321.4217834472656,283.6994934082031
216,206.44393920898438,159.46334838867188,320.4709167480469,283.75067138671875
217,204.56130981445312,158.796142578125,318.8106994628906,283.6383056640625
218,201.6608428955078,159.0699462890625,314.56915283203125,283.95367431640625
219,198.99313354492188,159.126708984375,311.07647705078125,283.9049072265625
220,197.04730224609375,158.08236694335938,310.7821044921875,283.5216064453125
221,191.74667358398438,158.1553955078125,308.95684814453125,283.589111328125
222,185.07391357421875,158.4625244140625,305.4451904296875,283.9114990234375
223,183.34451293945312,158.53030395507812,304.05816650390625,284.8977966308594
224,180.03836059570312,159.59933471679688,301.88134765625,284.9600830078125
225,175.97683715820312,160.54299926757812,300.6319274902344,285.797119140625
226,170.1572265625,164.66571044921875,298.17279052734375,287.425537109375
227,166.86419677734375,165.10623168945312,294.5225524902344,288.7632141113281
228,164.45703125,167.0196533203125,292.41455078125,290.8359375
229,158.77951049804688,169.26065063476562,289.7129211425781,295.8583984375
230,148.12088012695312,174.50567626953125,288.0572509765625,305.3268127441406
231,144.78036499023438,178.66021728515625,286.6196594238281,309.55340576171875
232,140.40753173828125,183.0763397216797,283.833984375,314.21820068359375
233,137.39639282226562,188.83944702148438,281.122802734375,316.7949523925781
234,132.6356201171875,197.36074829101562,278.131591796875,323.5820617675781
235,130.71963500976562,201.62713623046875,277.0869140625,326.40423583984375
236,130.50225830078125,209.58120727539062,275.14666748046875,327.7157897949219
237,130.89846801757812,214.246337890625,273.86175537109375,330.4427490234375
238,125.25381469726562,220.431396484375,269.5367736816406,335.08392333984375
239,123.75460815429688,229.1046905517578,266.6889343261719,337.78607177734375
240,121.68946075439453,233.94967651367188,265.58721923828125,341.1678771972656
241,121.6082763671875,234.79827880859375,264.6595458984375,342.162841796875
242,122.19833374023438,234.81011962890625,262.5484313964844,343.114990234375
243,123.72238159179688,234.4615020751953,260.4537353515625,341.57244873046875
244,121.8575439453125,234.03985595703125,258.46038818359375,341.64141845703125
245,119.36798858642578,233.63836669921875,257.1441650390625,341.031982421875
246,110.24472045898438,233.231689453125,253.71194458007812,342.0372314453125
247,109.01148223876953,233.3725128173828,250.42230224609375,338.59564208984375
248,106.4830322265625,232.72140502929688,248.68218994140625,336.0000915527344
249,106.988525390625,231.47933959960938,247.83282470703125,333.4103088378906
250,105.81723022460938,227.68402099609375,244.6385498046875,323.84161376953125
251,101.35527801513672,225.6912841796875,242.84124755859375,320.0635986328125
252,95.5548095703125,223.0403594970703,241.89678955078125,317.52362060546875
253,92.18533325195312,220.28921508789062,240.20526123046875,315.0728454589844
254,87.50505828857422,219.22927856445312,235.866943359375,310.4301452636719
255,86.6949462890625,219.67466735839844,233.90057373046875,307.334716796875
256,85.685791015625,221.40032958984375,231.806396484375,304.60223388671875
257,85.7479248046875,221.61181640625,230.39657592773438,302.8807373046875
258,82.82649230957031,219.32752990722656,226.5996551513672,300.8564453125
259,80.4986572265625,219.26022338867188,224.85736083984375,297.7032165527344
260,78.37213134765625,219.02447509765625,222.99478149414062,296.91363525390625
261,75.75180053710938,218.79736328125,220.6885986328125,295.853515625
262,71.18806457519531,220.60560607910156,216.5441436767578,293.5732421875
263,71.01494598388672,220.61062622070312,215.7491455078125,293.4112243652344
264,70.51043701171875,220.3046875,212.50054931640625,294.51019287109375
265,69.91925048828125,219.47222900390625,210.59307861328125,295.40594482421875
266,68.27690124511719,216.2598114013672,207.88999938964844,296.64764404296875
267,65.84393310546875,216.20068359375,205.68463134765625,296.59356689453125
268,62.422203063964844,217.10174560546875,203.72677612304688,297.9952392578125
269,59.212745666503906,217.6380157470703,201.21502685546875,296.61932373046875
270,42.009246826171875,215.4166259765625,197.65432739257812,297.7374267578125
271,40.44000244140625,211.07330322265625,195.59046936035156,296.59259033203125
272,39.64532470703125,205.40228271484375,193.5072021484375,295.53155517578125
273,39.53776550292969,203.364990234375,192.3444366455078,292.2835693359375
274,43.56828308105469,191.35665893554688,187.81072998046875,287.2280578613281
275,47.40277099609375,185.11062622070312,186.78353881835938,286.6247253417969
276,49.936920166015625,182.75595092773438,184.82199096679688,286.2079162597656
277,53.3018798828125,196.54971313476562,183.15509033203125,284.77349853515625
278,58.53810119628906,189.54446411132812,178.879638671875,286.2423095703125
279,59.40840148925781,185.251953125,176.8953094482422,285.78582763671875
280,59.42048645019531,180.47634887695312,175.29574584960938,284.7684020996094
281,58.486820220947266,174.28274536132812,172.62908935546875,283.8730163574219
282,55.47920227050781,169.95870971679688,167.6642303466797,283.3042907714844
283,53.72415542602539,168.08517456054688,166.72479248046875,283.5200500488281
284,52.33567810058594,166.41668701171875,165.85842895507812,283.0540466308594
285,48.75384521484375,164.30072021484375,162.96664428710938,283.08184814453125
286,44.31193542480469,163.25198364257812,159.30667114257812,284.0582275390625
287,42.43009948730469,162.34646606445312,157.17283630371094,284.6756286621094
288,41.54258728027344,164.27816772460938,154.62359619140625,285.1726989746094
289,40.34820556640625,165.94259643554688,152.4249267578125,285.3368835449219
290,36.939815521240234,168.73419189453125,149.61331176757812,285.52484130859375
291,33.865116119384766,168.21725463867188,146.44400024414062,286.1787109375
292,31.519058227539062,165.46682739257812,144.87042236328125,286.4549865722656
293,28.720550537109375,163.4693603515625,142.9277801513672,286.79095458984375
294,25.381744384765625,163.1795654296875,137.56553649902344,288.2957763671875
295,23.997272491455078,163.66470336914062,134.76124572753906,288.1977844238281
296,21.557266235351562,162.97552490234375,134.10984802246094,288.1766357421875
297,21.55755615234375,163.82052612304688,133.7620391845703,287.7520446777344
298,15.174575805664062,166.01736450195312,129.09954833984375,287.9269104003906
299,11.999828338623047,165.589111328125,126.79301452636719,288.2649841308594
300,10.44394302368164,165.95999145507812,124.01068115234375,288.3180847167969
301,9.761329650878906,166.75155639648438,121.93462371826172,288.1211242675781
302,4.8374786376953125,165.8238525390625,118.01251983642578,287.89080810546875
